# id:14-14-14 
-0.76,-0.27,0.29825376706946
0.12,-0.04,-0.35292831683662
-0.58,0.37,0.65391398942831
0.53,0.65,0.99485475579497
-0.84,-0.5,0.22731193382562
-0.02,-0.12,-0.17568852419168
-0.82,0.95,1.9498373197826
1,0.41,1.4451192202991
-0.12,-0.97,-0.95343000198271
0.27,-0.8,-0.45630167983377
1,0.19,1.080577021921
0.44,-0.49,-0.09225642131008
0.35,0.06,-0.088931941116027
0.83,-0.58,0.36603299409676
-0.03,-0.85,-0.30686107220357
-0.91,-0.24,0.51667425711213
-0.07,-0.76,-0.28090019531746
0.54,0.2,0.25890177130119
0.48,0.76,0.96425525295938
-0.69,-0.41,-0.0013347654686343
0.39,0.62,0.70209759672682
-0.55,0.13,0.43748828091649
-0.04,-1,-1.0206967165004
0.32,-0.89,-1.0738262760154
-0.53,-0.05,-0.25487693766727
-0.1,-0.39,-0.35169091429788
0.63,-0.93,-0.47416787854512
0.96,-0.19,0.67337604346387
0.84,-0.41,0.55952382408261
-0.43,0.19,0.19505886628229
-0.94,-0.71,0.30104276905597
0.27,0.91,0.95831279946068
-0.45,0.58,0.71433615230395
-0.41,-0.81,-0.99733785017873
-0.78,0.05,0.41776994985984
0.5,-0.08,0.29852163312787
-0.85,0.84,1.601675103623
0.23,-0.09,-0.14728141114242
0.84,0.5,1.1817512562729
0.65,0.32,0.86481821769457
0.8,-0.62,-0.37122093832273
0.96,0.07,1.0557085335497
-0.79,-0.4,0.52212736805737
-0.81,0.36,0.95181748764389
0.9,0.85,1.5136325354869
1,-0.17,1.102044510989
0.85,-1,-0.060092700364651
-0.84,-0.37,0.57669864686099
0.7,-0.52,-0.074419810184898
-0.81,0.75,1.5461748907061
-0.54,-0.86,-0.53993382883852
-0.67,-0.62,-0.098427420811381
0.93,-0.25,0.44552833976984
-0.79,-0.74,-0.12277398956005
0.7,-0.27,-0.014903023635829
0.16,-0.19,-3.95413629945E-5
0.19,-0.17,0.02723637086497
-0.11,0.25,0.20193694489445
0.67,0.3,0.81114994632068
-0.38,0.58,0.71448052968292
-0.3,-0.86,-0.83755830545069
0.31,0.79,0.74081451601634
0.13,0.51,0.71432836944145
0.6,-0.64,-0.44754661109774
0.33,-0.23,0.13094490890917
0.59,-0.11,-0.12920171849849
-0.65,0.23,0.36140282627175
-0.62,0.72,1.2508119593117
-0.41,0.25,0.40135676910569
0.49,0.16,0.15657192350002
0.46,-1,-0.74308876672936
-0.84,-0.22,0.62409756725553
0.51,0.76,0.95510126672077
0.37,-0.55,-0.30709265102771
-0.59,0.3,0.66600656880285
0.33,0.12,0.19054828745583
-0.46,-0.87,-0.39203770996408
0.26,0.03,0.60091718312682
0.56,-0.83,-0.43512488452305
-0.39,0.08,0.50611458618142
0.45,0.31,0.52897636272639
-0.87,-0.76,-0.013703193775265
0.75,-0.2,0.36528458474271
-0.65,-0.34,-0.11915428093526
-0.35,-0.36,-0.095645177146033
-0.99,-0.28,0.42660518322365
-0.04,-0.68,-0.86687510548888
0.06,0.81,0.82203329189806
-0.73,-0.29,0.39066384934352
0.79,0.08,0.44552524584953
0.27,0.23,0.048961492586071
-0.77,0.36,0.94134812742218
